onset	trial_type	trial_type_index	response_time	runNum	trialNum	task	categoryI	category	fixColorChange	fixColorChangeStimNum	fixColorChangeIncrement	stimRepeat	repeatStimNum	stim1File	stim1Index	stim2File	stim2Index	stim3File	stim3Index	stim4File	stim4Index	fontI	font	duration	tstimulus1Ons	tISI1Ons	tstimulus2Ons	tISI2Ons	tstimulus3Ons	tISI3Ons	tstimulus4Ons	tISI4Ons	tTrialStart	tTrialEnd	tRes	fixBreak	trialDone	nFixBreakSegs	tFixBreak	userQuit	chosenRes	didRecalib	quitDuringRecalib	taskName
10.6488348250277	highFreqWords	1	0.700303573044948	4	1	2	1	highFreqWords	1	4	5	0	0	highFreqWords_Courier New_78.mat	78	highFreqWords_Courier New_29.mat	29	highFreqWords_Courier New_21.mat	21	highFreqWords_Courier New_37.mat	37	1	Courier New	4	10.6819166500354	11.3818852800177	11.6819681710331	12.381832471001	12.6816838190425	13.3816204009345	13.681817753939	14.3814857959514	10.6488348250277	14.567750543938	14.3821213269839	1	1	8	14.382449680008	0	2	NaN	NaN	fixation
14.6033445770154	femaleFaces	10	NaN	4	2	2	10	femaleFaces	0	0	0	0	0	femaleFaces_88.mat	88	femaleFaces_91.mat	91	femaleFaces_12.mat	12	femaleFaces_9.mat	9	0		4	14.681452595978	15.3814353300259	15.6813429089962	16.3812649500323	16.6812207800103	17.3812828699593	17.6811196509516	18.3810630600201	14.6033445770154	18.5655888729962	NaN	1	1	8	18.3817890250357	0	NaN	NaN	NaN	fixation
18.5828458199976	PseudoSloan	6	NaN	4	3	2	6	PseudoSloan	0	0	0	1	2	lowFreqWordsFoveaSloan_PseudoSloan_55.mat	55	lowFreqWordsFoveaSloan_PseudoSloan_55.mat	55	lowFreqWordsFoveaSloan_PseudoSloan_81.mat	81	lowFreqWordsFoveaSloan_PseudoSloan_68.mat	68	3	PseudoSloan	4	18.6809807169484	19.3809070539428	19.6809122789418	20.3809116260381	20.6807594109559	21.380796695943	21.6807222559582	22.380593491951	18.5828458199976	22.564949698979	NaN	1	1	8	22.3812763439491	0	NaN	NaN	NaN	fixation
22.5835943749407	consonants	4	NaN	4	4	2	4	consonants	0	0	0	0	0	consonants_Courier New_47.mat	47	consonants_Courier New_80.mat	80	consonants_Courier New_24.mat	24	consonants_Courier New_3.mat	3	1	Courier New	4	22.6806166699389	23.3804519169498	23.6804325879784	24.3804685010109	24.6803038090002	25.3802736230427	25.6801854049554	26.380139568937	22.5835943749407	26.5647669780301	NaN	1	1	8	26.3807639389997	0	NaN	NaN	NaN	fixation
26.5856149339816	lowFreqWords	2	NaN	4	5	2	2	lowFreqWords	0	0	0	0	0	lowFreqWords_Courier New_2.mat	2	lowFreqWords_Courier New_14.mat	14	lowFreqWords_Courier New_52.mat	52	lowFreqWords_Courier New_60.mat	60	1	Courier New	4	26.6800515550422	27.3800085840048	27.6799568920396	28.3798920710105	28.6799144259421	29.3797642990248	29.6797280079918	30.3796520889737	26.5856149339816	30.5666934830369	NaN	1	1	8	30.3803123040125	0	NaN	NaN	NaN	fixation
30.5971665850375	blank	13	NaN	4	6	2	13	blank	0	0	0	0	0		0		0		0		0	0		4	30.679581505945	31.379528244026	31.6794904080452	32.3794954009354	32.6793992139865	33.379312844947	33.6792566609802	34.3792858719826	30.5971665850375	34.5636395419715	NaN	1	1	8	34.3801298229955	0	NaN	NaN	NaN	fixation
34.5799342530081	lowFreqWordsFoveaSloan	5	NaN	4	7	2	5	lowFreqWordsFoveaSloan	0	0	0	0	0	lowFreqWordsFoveaSloan_Sloan_47.mat	47	lowFreqWordsFoveaSloan_Sloan_82.mat	82	lowFreqWordsFoveaSloan_Sloan_73.mat	73	lowFreqWordsFoveaSloan_Sloan_6.mat	6	2	Sloan	4	34.6789600319462	35.3790746199666	35.6790213739732	36.3790684619453	36.6789660829818	37.3788423170336	37.6788287729723	38.378742345958	34.5799342530081	38.5635797069408	NaN	1	1	8	38.379379192018	0	NaN	NaN	NaN	fixation
38.5805908580078	highFreqWords	1	NaN	4	8	2	1	highFreqWords	0	0	0	1	3	highFreqWords_Sloan_86.mat	86	highFreqWords_Sloan_9.mat	9	highFreqWords_Sloan_9.mat	9	highFreqWords_Sloan_87.mat	87	2	Sloan	4	38.7120829529595	39.4119278939907	39.7119053129572	40.4118792229565	40.7117880400037	41.4117088570492	41.7118261560099	42.4116182860453	38.5805908580078	42.5959411120275	NaN	1	1	8	42.4122576429509	0	NaN	NaN	NaN	fixation
42.6126162660075	lowFreqWords	2	NaN	4	9	2	2	lowFreqWords	0	0	0	1	2	lowFreqWords_Courier New_68.mat	68	lowFreqWords_Courier New_68.mat	68	lowFreqWords_Courier New_55.mat	55	lowFreqWords_Courier New_35.mat	35	1	Courier New	4	42.6949098339537	43.394835671992	43.6948076570407	44.3947229429614	44.6946512309369	45.3945921079721	45.6945481139701	46.3944982410176	42.6126162660075	46.5787622049684	NaN	1	1	8	46.3951831440208	0	NaN	NaN	NaN	fixation
46.5951832269784	lowFreqWordsFoveaSloan	5	NaN	4	10	2	5	lowFreqWordsFoveaSloan	0	0	0	1	3	lowFreqWordsFoveaSloan_Sloan_10.mat	10	lowFreqWordsFoveaSloan_Sloan_84.mat	84	lowFreqWordsFoveaSloan_Sloan_84.mat	84	lowFreqWordsFoveaSloan_Sloan_61.mat	61	2	Sloan	4	46.6944338199683	47.3943403839367	47.6943111870205	48.3942480169935	48.6943938250188	49.3941293079406	49.6940808210056	50.3941460920032	46.5951832269784	50.5782104659593	NaN	1	1	8	50.3947607770097	0	NaN	NaN	NaN	fixation
